
Project								Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
			10164568					10164568	MACH, MxM SEAL, SWIVEL 7", -18 TO 100∫C	DepReq	POitem	         4501743767	                  20	-1	              1			25.11.2022	14.11.2022	U02	            10456809	           90	BC8	EA	            100

				10091891				10091891	FORG, HOLLOW BAR, ÿ10" / 6", UNS N07718	SubReq	ScPrSt			-0,110					27.07.2022	F01	            10311546		BC2	M	            189

			10185644					10185644	O-RING, PARKER 2-380 90 SH A	DepReq	ProjSt			-2					14.11.2022	C02	            10456809		TS9	EA	            120
			10185598					10185598	S-SEAL - PARKER KB163 PSS P-447 I 1	DepReq	ProjSt			-1					14.11.2022	C02	            10456809		B02	EA	            180
			10185597					10185597	S-SEAL - PARKER KB163 PSS P-368 I 1	DepReq	ShpgNt	         4501728126	                  20	-2	             12			11.01.2023	14.11.2022	C02	            10456809		B02	EA	            180
			10185894					10185894	BU-RING, 292,81x302,11x1,93, NBR90A	DepReq	ProjSt			-2					14.11.2022	C02	            10456809		TS9	EA	            120
			10354914					10354914	HEXSO SCR,1.1/2-8x4.7/8,A320 L7	DepReq	POitem	         4501732885	                  40	-12	             84			09.11.2022	14.11.2022	P01	            10456809		BC5	EA	            164
			BBMEG005065					BBMEG005065	Earth strap_RSCMMB	DepReq	ProjSt			-4					14.11.2022	L02	            10456809		BC5	EA	            150
			BBPFS070232					BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	ShpgNt	         4501728167	                  70	-7	            104			06.09.2022	14.11.2022	C03	            10456809		BC5	EA	            130
			BBARR034019					BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	ProjSt			-14					14.11.2022	L02	            10456809		BC5	EA	            120
			10353847					10353847	MACH, CLAMP FOR SHACKLE - 6036 250T	DepReq	POitem	         4501744370	                  30	-1	              8			06.12.2022	14.11.2022	U01	            10456809		BC4	EA	             90
			BBPFC034233					BBPFC034233	PF CIL SEXT INT 5/16" X 1" AISI 316	DepReq	ProjSt			-1					14.11.2022	P01	            10456809		BC5	EA	            160
			BBPOR091020					BBPOR091020	POR SEXT PES 5/16" AISI 316	DepReq	ProjSt			-1					14.11.2022	C03	            10456809		BC5	EA	            150
			10072741					10072741	MALE CONNECTOR OD 3/8" X 1/4" NPT	DepReq	ProjSt			-15					14.11.2022	C02	            10456809		BC0	EA	            159
			BBCTE001001					BBCTE001001	MALE ELBOW TUBE OD 3/8" x 3/8" NPT	DepReq	ProjSt			-6					14.11.2022	C02	            10456809		BC0	EA	            159
			BBAFI002003					BBAFI002003	TRILHO P/ FIXACAO TSN1 - H = 14,0 MM	DepReq	POitem	         4501740367	                  20	-1	              8			21.10.2022	14.11.2022	L02	            10456809		BC5	M	            159
			BBVAL000035					BBVAL000035	CHECK VALVE	DepReq	POitem	         4501730154	                  11	-3	             34			08.11.2022	14.11.2022	V01	            10456809		BC0	EA	            100
			BBTUB180003					BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	ProjSt			-24					14.11.2022	P02	            10456809		BC0	M	            159
			10072747					10072747	UNION TEE FOR TUBE OD 3/8"	DepReq	ProjSt			-4					14.11.2022	C02	            10456809		BC0	EA	            159
			10072596					10072596	MALE CONNECTOR 3/8" OD X 3/8" NPT	DepReq	ProjSt			-16					14.11.2022	C02	            10456809		BC0	EA	            159
			BBBJS000005					BBBJS000005	HOLLOW HEX PIPE PLUG 3/8" AISI 316 NPTF	DepReq	ProjSt			-1					14.11.2022	C02	            10456809		BC5	EA	            159
			10086075					10086075	CHECK VALVE OD3/8" - 6000PSI	DepReq	ProjSt			-1					14.11.2022	V01	            10456809		BC0	EA	            150
			10084200					10084200	CONNECTOR FOR TUBE OD 3/8"xOD 3/8"	DepReq	ProjSt			-3					14.11.2022	C02	            10456809		BC0	EA	            159
			10087578					10087578	MALE ADAPTER 3/8" NPT x JIC DASH 6	DepReq	PurRqs	           17304635	                  10	-3	             24	06.03.2023		15.06.2023	14.11.2022	C02	            10456809		BC5	EA	             78
			10087431					10087431	CAP JIC DASH 6	DepReq	ProjSt			-3					14.11.2022	C02	            10456809		BC5	EA	            159
			BBAFI002001					BBAFI002001	FIXING SET 3/8î REF - PARKER	DepReq	ProjSt			-20					14.11.2022	L02	            10456809		BC5	EA	            150
			BBANV006004					BBANV006004	GUIDE RING PARKER MOLYGARD RF W2-1750-50	DepReq	ProjSt			-8					14.11.2022	C03	            10456809		BC5	EA	            180
			BB18-BS0303-04					BB18-BS0303-04	MACH, SOFT LANDING PISTON	DepReq	POitem	         4501745461	                  40	-4	              4			19.12.2022	14.11.2022	U01	            10456809		BC8	EA	             75

				BBFJD001287				BBFJD001287	FORG, ROUND BAR ÿ2" - 4130-80k	SubReq	ProjSt			-0,640					09.09.2022	F01	            10454446		BC2	M	            150

			BBANV000571					BBANV000571	ORING REF PARKER 2-323 90 SH A	DepReq	ProjSt			-4					14.11.2022	C03	            10456809		B02	EA	            180
			BBANV005132					BBANV005132	BU-RING REF PARKER 2-323 90 SH A	DepReq	ProjSt			-8					14.11.2022	C02	            10456809		B02	EA	             70

		BBARA000046						BBARA000046	WELDING WIRE AWS ER NI CR MO DIAMETER 3	OrdRes	ProjSt			-1.000					05.05.2022	P05	             8430978		BC6	KG	            120
		10348768						10348768	ASSY, ANNULUS VCM T2	OrdRes	PldOrd	          112486951		-1	              1	29.11.2022	06.12.2022	24.01.2023	24.01.2023	A12	             8431280	           35		EA

			10353842					10353842	WLDMT, GOOSE NECK, STAGE 3	DepReq	POitem	         4501725343	                  20	-1	              4			14.11.2022	06.12.2022	M01	            10456810		BC8	EA	            189

				10352285				10352285	MACH, GOOSE NECK BENT PIPE	SubReq	ScPrSt			-4					19.07.2022	F01	             8613653		BC8	EA	            114
				10353852				10353852	MACH, 6BX FLANGE 7.1/16" - 10KSI	SubReq	ScPrSt			-4					19.07.2022	M01	             8613653	           30	BC8	EA	            114
				10353853				10353853	MACH, 6BX FLANGE 5.1/8" - 10KSI	SubReq	ScPrSt			-4					19.07.2022	M01	             8613653	           30	BC8	EA	            114
				10163690				10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	ScPrSt			-8					19.07.2022	C02	             8613653		BC5	EA	            100
				BBFJD002272				BBFJD002272	FORG, HOLLOW BAR 8.1/2  4.1/2	SubReq	ScPrSt			-0,840					19.07.2022	F01	             8613653		BC2	M	            150

			10355549					10355549	MACH, ADAPTER 4.1/16" 5K X 7.1/16" 10K	DepReq	PurRqs	           17444996	                  10	-1	              1	11.11.2022		22.03.2023	06.12.2022	M01	            10456810		BC8	EA	            105

				10355094				10355094	FORG, 6BX 7.1/16" ADAPTER 4.1/16"	SubReq	POitem	         4501729693	                 160	-1	              1			15.12.2022	11.11.2022	F01	            10269102		BC2	EA	            150

			10356355					10356355	WLDMT, FRAME W/ ANODES, A-VCM T2	DepReq	POitem	         4501732810	                 290	-1	              1			08.11.2022	06.12.2022	P03	            10456810		BC4	EA	            189

				10163690				10163690	CSTNG, ANODE 160X160X380, 25 kg	SubReq	ScPrSt			-5					07.07.2022	C02	             9200952		BC5	EA	            100

			10356404					10356404	ASSY, ROV PANEL, A/P VCM T1/T2	DepReq	POitem	         4501732810	                 550	-1	              4			08.11.2022	06.12.2022	Y01	            10456810	           30	BC4	EA	             15

				BBPFE014006				BBPFE014006	CSK HEX SCR, 1/2î x 2.1/2î, AISI31	SubReq	ScPrSt			-12					28.09.2022	P01	             9208713		BC5	EA	            160
				BBARR034001				BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	SubReq	ProjSt			-28					20.10.2022	P01	             9208713		BC5	EA	            140
				BBPFC029225				BBPFC029225	HEXSO SCR, 1/4-20x1-FT, AISI316	SubReq	ProjSt			-10					18.08.2022	P01	             9208713		BC5	EA	            160
				BBARR007018				BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	SubReq	ProjSt			-32					20.10.2022	P01	             9208713		BC5	EA	            135
				BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	ProjSt			-28					20.10.2022	P01	             9208713		BC5	EA	            160
				BBARR004005				BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	ProjSt			-14					20.10.2022	L02	             9208713		BC5	EA	            150
				BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	SubReq	ProjSt			-28					20.10.2022	P01	             9208713		BC5	EA	            129
				BBPFE014004				BBPFE014004	CSK HEX SCR,1/2-13x2,AISI316	SubReq	ShpgNt	         4501728167	                  40	-20	            104			06.09.2022	20.10.2022	P01	             9208713		BC5	EA	            150
				BBPFC029220				BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	ProjSt			-14					20.10.2022	P01	             9208713		BC5	EA	            192
				BBPFE014282				BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	SubReq	ProjSt			-16					20.10.2022	P01	             9208713		BC5	EA	            192
				BBVAL000060				BBVAL000060	DIRECTIONAL VALVE 3/8" NPT	SubReq	ProjSt			-3					20.10.2022	V01	             9208713		BC5	EA	            150
				BBPFE014004				BBPFE014004	CSK HEX SCR,1/2-13x2,AISI316	SubReq	ShpgNt	         4501728167	                  40	-16	            104			06.09.2022	20.10.2022	P01	             9208713		BC5	EA	            150
				BBPFC034230				BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	SubReq	ProjSt			-12					20.10.2022	P01	             9208713		BC5	EA	            160
				BBPFC029220				BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	SubReq	ProjSt			-8					20.10.2022	P01	             9208713		BC5	EA	            192
				BBPOR091019				BBPOR091019	HVY NUT,1/4-20,AISI316	SubReq	ProjSt			-16					20.10.2022	P01	             9208713		BC5	EA	            160
				BBPOR091001				BBPOR091001	HVY NUT, 1/2-13, AISI316	SubReq	ProjSt			-16					20.10.2022	P01	             9208713		BC5	EA	            129
				BBARR034001				BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	SubReq	ProjSt			-16					20.10.2022	P01	             9208713		BC5	EA	            140
				BBARR004005				BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	SubReq	ProjSt			-8					20.10.2022	L02	             9208713		BC5	EA	            150
				BBPFC029225				BBPFC029225	HEXSO SCR, 1/4-20x1-FT, AISI316	SubReq	ProjSt			-8					19.09.2022	P01	             9208713		BC5	EA	            160
				BBVAL000080				BBVAL000080	SELECTOR VALVE 1/4" OF TURN C/ CONECTION	SubReq	ProjSt			-6					20.10.2022	V01	             9208713		BC5	EA	            159
				BBPFC034316				BBPFC034316	HEXSO SCR, 1/4-20x4.3/4-FT, AISI316	SubReq	ProjSt			-32					20.10.2022	P01	             9208713		BC5	EA	            150

			BBCNC000001					BBCNC000001	CONECTOR MACHO 3/8" NPT X 3/8" TUBO	DepReq	POitem	         4501739640	                  20	-1	             10			18.11.2022	06.12.2022	C02	            10456810		BC5	EA	            140
			BBARR004006					BBARR004006	PL WSHR, 13, B18.22.1-A, AISI316	DepReq	ProjSt			-3					06.12.2022	L02	            10456810		BC5	EA	            140
			BBPFC029248					BBPFC029248	HEXSO SCR, 5/8-20x1/4-FT, AISI316	DepReq	ProjSt			-3					06.12.2022	P01	            10456810		BC5	EA	            150
			BBACA001025					BBACA001025	PAD EYE ROTATE - 3,5 TON	DepReq	ShpgNt	         4501731233	                  30	-2	              6			14.09.2022	06.12.2022	L01	            10456810		BC0	EA	            118
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-2	            474			04.11.2022	06.12.2022	P01	            10456810		BC5	EA	            150
			10354932					10354932	HVY NUT,1.1/8-8,A194 GR.7	DepReq	POitem	         4501732885	                  80	-12	            180			09.11.2022	06.12.2022	P01	            10456810		BC5	EA	            164
			10356572					10356572	ST BLT,1.1/8-8x6.1/4,A320 L7	DepReq	POitem	         4501732885	                  70	-12	             60			08.11.2022	06.12.2022	P01	            10456810		BC5	EA	            164
			BB91-BDE-213					BB91-BDE-213	BX155 GASKET, UNS N08825	DepReq	ProjSt			-1					06.12.2022	C03	            10456810		B02	EA	            280
			10355096					10355096	ST BLT,1.1/2-8x8,A193 B7M	DepReq	ProjSt			-12					06.12.2022	P01	            10456810		BC5	EA	            164
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-12	            474			04.11.2022	06.12.2022	P01	            10456810		BC5	EA	            150
			10107820					10107820	MACH, BX 156 GASKET, UNS N08825	DepReq	ShpgNt	         4501732856	                  10	-1	             26			04.10.2022	06.12.2022	M01	            10456810		BC3	EA	            210
			10354959					10354959	ST BLT,1.1/2-8x13.1/2,A193 B7M	DepReq	ProjSt			-12					06.12.2022	P01	            10456810		BC5	EA	            164
			10121661					10121661	HVY NUT,1.1/2-8,A194 2HM	DepReq	POitem	         4501732888	                 180	-24	            474			04.11.2022	06.12.2022	P01	            10456810		BC5	EA	            150
			10107820					10107820	MACH, BX 156 GASKET, UNS N08825	DepReq	ShpgNt	         4501732856	                  10	-1	             26			04.10.2022	06.12.2022	M01	            10456810		BC3	EA	            210
			10046534					10046534	FLANGE PROTECTOR - 7 1/16" 10KSI	DepReq	QM-lot	        80000114378		-1	              1		24.10.2022	24.10.2022	06.12.2022	C01	            10456810		BC4	EA	            140
			10354933					10354933	HEX SCR,3/4-10x2.1/8-FT,A320 L7	DepReq	POitem	         4501732885	                  50	-4	             24			09.11.2022	06.12.2022	P01	            10456810		BC5	EA	            164
			10354934					10354934	HVY NUT,3/4-10,A194 GR.7	DepReq	POitem	         4501732885	                 160	-4	             75			17.11.2022	06.12.2022	P01	            10456810		BC5	EA	            164
			BBBJS000005					BBBJS000005	HOLLOW HEX PIPE PLUG 3/8" AISI 316 NPTF	DepReq	ProjSt			-1					06.12.2022	C02	            10456810		BC5	EA	            159
			BBACA001021					BBACA001021	SCHACKLE HEAVY DUTY P-6036 GUNNEBO 25O T	DepReq	ProjSt			-1					06.12.2022	L01	            10456810		BC5	EA	            140
			BBREB000001					BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					06.12.2022	C02	            10456810		BC5	EA	            150
			10238056					10238056	API STANDARD NAMEPLATE - 140 x 127	DepReq	ProjSt			-1					06.12.2022	L02	            10456810		BC0	EA	            150
			10356918					10356918	WLDMT, QR-CODE FRAME, A/P VCM T1/T2	DepReq	ProjSt			-1					06.12.2022	Y01	            10456810	           10	BC3	EA	            189
			BB18-BS0303-09					BB18-BS0303-09	MACH, FUNNEL FIXING BOLT	DepReq	POitem	         4501745305	                  40	-4	              8			15.12.2022	06.12.2022	U03	            10456810	           10	BC8	EA	            100

				BBFJD001287				BBFJD001287	FORG, ROUND BAR ÿ2" - 4130-80k	SubReq	ProjSt			-0,920					16.08.2022	F01	            10446377		BC2	M	            150

			BBANV000707					BBANV000707	O-RING, 253,59x3,53, NBR90A	DepReq	POitem	         4501744031	                  40	-1	             13			02.01.2023	06.12.2022	C02	            10456810		B02	EA	            174
			10071310					10071310	MACH, SECUNDARY UNLOCK SYSTEM, SPACER.	DepReq	PurRqs	           16614858	                  10	-2	              4	26.08.2022		01.12.2022	06.12.2022	U03	            10456810	           40	BC3	EA	            120
			10071431					10071431	MACH, SECUNDARY UNLOCK SYSTEM, TOP PLATE	DepReq	PurRqs	           16609612	                  10	-1	              2	21.07.2022		27.10.2022	06.12.2022	M01	            10456810		BC3	EA	            180
			10071404					10071404	MACH, SEC. UNLOCK SYSTEM UPPER, SPACER.	DepReq	PurRqs	           16609556	                  10	-2	              4	21.07.2022		27.10.2022	06.12.2022	M01	            10456810		BC3	EA	            180
			10071409					10071409	MACH, SECONDARY UNLOCK SYSTEM, BASEPLATE	DepReq	PurRqs	           16609615	                  10	-1	              2	08.09.2022		29.11.2022	06.12.2022	M01	            10456810		BC3	EA	            180
			10350906					10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	ShpgNt	         4501733920	                  40	-1	             13			26.08.2022	06.12.2022	Y01	            10456810		BC5	EA	            200
			10360841					10360841	MACH, LOCKING/UNLOCK INDICATOR	DepReq	PurRqs	           17426713	                  10	-1	              2	10.11.2022		06.12.2022	06.12.2022	P02	            10456810		BC3	EA	             90
			10109027					10109027	INDICATOR SOFTLANDING VCM	DepReq	PurRqs	           17365756	                  10	-3	              9	28.09.2022		08.12.2022	06.12.2022	M01	            10456810		BC4	EA	            100
			10078050					10078050	PIN IDENTIFICATION SOFTLANDER, MACH	DepReq	PurRqs	           17444992	                  10	-3	              9	06.10.2022		19.12.2022	06.12.2022	M01	            10456810		BC3	EA	            120
