
Project						Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				BBARR007005		BBARR007005	PL WSHR, 1”, B18.22.1-A, AISI 316	DepReq	ProjSt			-1					28.10.2022	C02	            10457923		BC5	EA	            140
				10124339		10124339	NUT,1-8,A194 2HM	DepReq	ProjSt			-1					28.10.2022	P01	            10457923		BC5	EA	            158
				BB91-BDD-554		BB91-BDD-554	CIL HIDRAUL. 2" (EMBOLO) X 1.75" (CURSO)	DepReq	ProjSt			-2					28.10.2022	C02	            10457923		BC0	EA	            160
				10122050		10122050	HEXSO SH SCR,3/4x2,A193 B7M	DepReq	ProjSt			-2					28.10.2022	P01	            10457923		BC5	EA	            180
				BBACA001025		BBACA001025	PAD EYE ROTATE - 3,5 TON	DepReq	ProjSt			-2					28.10.2022	L01	            10457923		BC0	EA	            118
				10121660		10121660	HEX SCR,1.1/2-8x2.1/2,A193 B7M	DepReq	ProjSt			-1					28.10.2022	P01	            10457923		BC5	EA	            180
				10121033		10121033	HEXSO SCR,1/2-13x1.1/4,A193 B7M	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            150
				10131107		10131107	HEXSO SCR,3/4-10x2.1/4,A193 B7M	DepReq	ProjSt			-10					28.10.2022	P01	            10457923		BC5	EA	            160
				10121637		10121637	HEX SCR,3/4-10x2,A193 B7M	DepReq	ProjSt			-16					28.10.2022	P01	            10457923		BC5	EA	            180
				10121665		10121665	HVY NUT,3/4-10,A194 2HM	DepReq	ProjSt			-16					28.10.2022	P01	            10457923		BC5	EA	            129
				BBPFC034233		BBPFC034233	PF CIL SEXT INT 5/16" X 1" AISI 316	DepReq	ProjSt			-12					28.10.2022	P01	            10457923		BC5	EA	            160
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ProjSt			-1					28.10.2022	C02	            10457923		BC5	EA	            120
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	ProjSt			-4					28.10.2022	C02	            10457923		BC5	EA	            150
				10349260		10349260	MACH, TAG PLATE, MTU	DepReq	ProjSt			-1					28.10.2022	M01	            10457923		BC3	EA	            114
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	ProjSt			-2					28.10.2022	P01	            10457923		BC5	EA	            140
				BBARR034020		BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	ProjSt			-6					28.10.2022	L02	            10457923		BC5	EA	            150
				10226716		10226716	CSTNG, ANODE 160X160X380, WITH HOLES	DepReq	ProjSt			-1					28.10.2022	C01	            10457923		BC5	EA	            190
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	ProjSt			-12					28.10.2022	L02	            10457923		BC5	EA	            189
				10137724		10137724	HEXSO SCR,3/8-16x1.3/4,AISI316	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            180
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-8					28.10.2022	P01	            10457923		BC5	EA	            192
				10122278		10122278	HEXSO SCR,1/4-20x3/4,A193 B7M	DepReq	ProjSt			-7					28.10.2022	P01	            10457923		BC5	EA	            180
				BBARR007018		BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	DepReq	ProjSt			-7					28.10.2022	P01	            10457923		BC5	EA	            135
				10356647		10356647	MACH, SUPPORT PLATE, XO MTU	DepReq	ProjSt			-2					28.10.2022	Y01	            10457923	           10	BC3	EA	            114
				10121639		10121639	HEX SCR,1/2-13x2,A193 B7M	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            150
				10131167		10131167	HVY NUT,1/2-13, A194 4/7	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            180
				BBARR034001		BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	ProjSt			-8					28.10.2022	P01	            10457923		BC5	EA	            140
				10350906		10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	QM-lot	        10003194952		-1	              1		14.09.2022	14.09.2022	28.10.2022	Y01	            10457923		BC5	EA	            200
				10346531		10346531	WLDMT, HYDR ROV PANEL, MTU	DepReq	POitem	         4501732545	                  50	-1	              2			08.11.2022	28.10.2022	M01	            10457923		BC3	EA	            114
				BB18-BS0303-25		BB18-BS0303-25	MACH, DUAL RECEPTACLE HOT STAB	DepReq	ProjSt			-1					28.10.2022	U01	            10457923		BC3	EA	             90
				10110005		10110005	PARKING PLACE RECEPTACLE - AISI 316	DepReq	ProjSt			-1					28.10.2022	M01	            10457923		BC3	EA	             60
				10089119		10089119	MOUNTING RING RECEPTACLE	DepReq	ProjSt			-1					28.10.2022	C01	            10457923		BC4	EA	            230
				BBPFE014282		BBPFE014282	CSK HEX SCR, 3/8-16x1.3/8-FT, AISI316	DepReq	ProjSt			-8					28.10.2022	P01	            10457923		BC5	EA	            192
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            192
				BBPIN000047		BBPIN000047	PIN, DOWEL, Ø10h11 x 20, A4	DepReq	ProjSt			-1					28.10.2022	L02	            10457923		BC5	EA	            192
				10346529		10346529	WELDMENT, ELEC ROV PANEL, MTU	DepReq	QM-lot	        80000113090		-1	              1		20.09.2022	20.09.2022	28.10.2022	M01	            10457923		BC3	EA	            270
				10339317		10339317	"E1" ELECTRICAL SYSTEM  FOR MTU	DepReq	PldOrd	          112503150		-1	              1	21.10.2022	28.10.2022	10.11.2022	28.10.2022	A25	            10457923	            8		EA

					10313244	10313244	ELEC CONN, 7W(F) ROV FLG JIC8(F) L=1.6M	DepReq	ProjSt			-1					28.10.2022	S03	            10459025		BC7	EA	            250
					10313154	10313154	ELEC CONN, 7 12W ROV PARK, UNIV TRANSF	DepReq	ProjSt			-1					28.10.2022	S03	            10459025		BC7	EA	            250
					10313245	10313245	ELEC CONN, 7W(M) ROV PROT CAP WIRED	DepReq	ProjSt			-1					28.10.2022	Y01	            10459025		BC7	EA	            250

				BBMEG005064		BBMEG005064	CONJUNTO DO CABO DE ATERRAMENTO TIPO I	DepReq	ProjSt			-5					28.10.2022	C02	            10457923		BC5	EA	            210
				BBPFS070232		BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	ProjSt			-11					28.10.2022	C03	            10457923		BC5	EA	            130
				BBARR034019		BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	ProjSt			-11					28.10.2022	L02	            10457923		BC5	EA	            120
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	ProjSt			-2					28.10.2022	L02	            10457923		BC5	EA	            189
				BBMEG005067		BBMEG005067	CONJUNTO DO CABO DE ATERRAMENTO TIPO II	DepReq	ProjSt			-1					28.10.2022	L02	            10457923		BC5	EA	            131
				10072741		10072741	MALE CONNECTOR OD 3/8" X 1/4" NPT	DepReq	ProjSt			-8					28.10.2022	C02	            10457923		BC0	EA	            159
				BBTUB180003		BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	ProjSt			-12					28.10.2022	P02	            10457923		BC0	M	            159
				10072747		10072747	UNION TEE FOR TUBE OD 3/8"	DepReq	ProjSt			-2					28.10.2022	C02	            10457923		BC0	EA	            159
				10086670		10086670	FEMALE CAP JIC DASH 8	DepReq	ProjSt			-3					28.10.2022	C02	            10457923		BC5	EA	            140
				10084920		10084920	BULKHEAD MALE CONN OD 3/8" x JIC DASH 6	DepReq	ProjSt			-9					28.10.2022	C02	            10457923		BC0	EA	            159
				10084200		10084200	CONNECTOR FOR TUBE OD 3/8"xOD 3/8"	DepReq	ProjSt			-12					28.10.2022	C02	            10457923		BC0	EA	            159
				10087431		10087431	CAP JIC DASH 6	DepReq	ProjSt			-9					28.10.2022	C02	            10457923		BC5	EA	            159
				10081156		10081156	BULKHEAD MALE CONN OD 3/8" X JIC DASH 8	DepReq	ProjSt			-3					28.10.2022	C02	            10457923		BC5	EA	            140
				10256836		10256836	MACH, RECEPTACLE ISO 13628-8 CLASS 4	DepReq	ProjSt			-1					28.10.2022	U01	            10457923		BC3	EA	            114
				10256728		10256728	MACH, SHAFT HANDLE, DIRECTIONAL VALVES	DepReq	ProjSt			-1					28.10.2022	U01	            10457923		BC3	EA	            114
				10310153		10310153	MACH, POSITION INDICATOR TYPE I	DepReq	ProjSt			-1					28.10.2022	Y01	            10457923		BC3	EA	            285
				BB18-BS0205-82		BB18-BS0205-82	MACH, DIRECTIONAL VALVE SUPPORT	DepReq	ProjSt			-1					28.10.2022	C01	            10457923		BC3	EA	             60
				10316461		10316461	DIRECTIONAL VALVE 3/8" NPT 2W/2P	DepReq	ProjSt			-1					28.10.2022	V02	            10457923		BC0	EA	            159
				BBPFE014006		BBPFE014006	CSK HEX SCR, 1/2” x 2.1/2”, AISI31	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            160
				BBPFC034230		BBPFC034230	HEXSO SCR, 1/4-20x2.1/2-FT, AISI316	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            160
				BBPFC029220		BBPFC029220	HEXSO SCR,3/8-16x1,AISI316	DepReq	ProjSt			-2					28.10.2022	P01	            10457923		BC5	EA	            192
				BBPOR091019		BBPOR091019	HVY NUT,1/4-20,AISI316	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            160
				BBPOR091001		BBPOR091001	HVY NUT, 1/2-13, AISI316	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            129
				BBARR034001		BBARR034001	EXTTH LK WSHR, 1/2, B18.21.1-A, AISI 316	DepReq	ProjSt			-4					28.10.2022	P01	            10457923		BC5	EA	            140
				BBARR004005		BBARR004005	PL WSHR, 10,5, B18.22.1-A, AISI316	DepReq	ProjSt			-2					28.10.2022	L02	            10457923		BC5	EA	            150
				BBPFC029256		BBPFC029256	HEXSO SCR,1/4-20x1/2,AISI316	DepReq	ProjSt			-2					28.10.2022	P01	            10457923		BC5	EA	            150
				BBARR034018		BBARR034018	ARR DENTADA 1/4" AISI 316	DepReq	ProjSt			-4					28.10.2022	L02	            10457923		BC5	EA	            150
				BB28-BS0203-16		BB28-BS0203-16	HOT STAB, WELDMENT BODY	DepReq	ProjSt			-1					28.10.2022	C01	            10457923		BC4	EA	            230
				BB93-BDA-654		BB93-BDA-654	MACH, HOT STAB POINTER	DepReq	ProjSt			-1					28.10.2022	M01	            10457923		BC3	EA	            230
				BBANV005025		BBANV005025	BU-RING, 32,16x38,15x1,27, NBR90A	DepReq	ProjSt			-4					28.10.2022	C02	            10457923		BC5	EA	            180
				BBANV000642		BBANV000642	RING "O" REF PARKER 2-218 70 SH A	DepReq	ProjSt			-3					28.10.2022	C02	            10457923		BC0	EA	            160
				10138739		10138739	QUICK LINK AISI316 6MM, EN 12275	DepReq	ProjSt			-1					28.10.2022	C02	            10457923		BC5	EA	            189
				10089437		10089437	RIMS TRANSFER 14  WAY 0 POP	DepReq	ProjSt			-1					28.10.2022	S03	            10457923		BA1	EA	            255
				10345488		10345488	HYDR RIMS, I/B 14W 12LP(S)	DepReq	ProjSt			-1					28.10.2022	S03	            10457923		BA1	EA	            189
				10346135		10346135	HYDR RIMS, LTPC 14W 12PRD	DepReq	ProjSt			-1					28.10.2022	S03	            10457923	           10	BA1	EA	            189
				BBPOR091002		BBPOR091002	HVY NUT, 5/8-11, AISI316	DepReq	ProjSt			-16					28.10.2022	P01	            10457923		BC5	EA	            159
				10083175		10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	DepReq	ProjSt			-16					28.10.2022	P01	            10457923		BC5	EA	            159

			10339496			10339496	ASSY, UTA SUB-BASE	DepReq	PldOrd	          112503081		-1	              1	21.10.2022	28.10.2022	16.12.2022	22.11.2022	A25	            10457119	           33		EA

				10346526		10346526	WLDMT, STRUCTURE WITH ANODES, UTA	DepReq	ProjSt			-1					28.10.2022	P02	            10457450		BC4	EA	            210
				10347248		10347248	MACH, TAG PLATE, UTA SUB-BASE	DepReq	ProjSt			-1					28.10.2022	M01	            10457450		BC3	EA	             74
				10347861		10347861	WLDMT, MTU FUNNEL WITH ANODES, UTA	DepReq	ProjSt			-1					28.10.2022	Y01	            10457450	           30	BC8	EA	            210
				10347818		10347818	WLDMT, EFL BASKET, UTA	DepReq	ProjSt			-1					28.10.2022	Y01	            10457450		BC3	EA	            114
				10347819		10347819	WLDMT, HFL BASKET, UTA	DepReq	POitem	         4501732545	                  20	-1	              2			08.11.2022	28.10.2022	Y01	            10457450		BC3	EA	            114
				10349604		10349604	MACH, PROTECTION PLATE	DepReq	ProjSt			-1					28.10.2022	P01	            10457450		BC3	EA	            135
				10097007		10097007	BULL EYE LOCK PLATE, ASTM A36, MACHINING	DepReq	ProjSt			-3					28.10.2022	C01	            10457450		BC4	EA	            150
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ProjSt			-1					28.10.2022	C02	            10457450		BC5	EA	            120
				10087797		10087797	INCLIN. MEAS. BUBBLE TYPE - 0º-5º 2500M	DepReq	ProjSt			-1					28.10.2022	C03	            10457450		BC0	EA	            150
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	ProjSt			-4					28.10.2022	C02	            10457450		BC5	EA	            150
				BBPFS070225		BBPFS070225	PF SEXT 1/4" X 1" AISI 316	DepReq	ProjSt			-3					28.10.2022	P01	            10457450		BC5	EA	            160
				BBPFS070257		BBPFS070257	PF SEXT 3/8" X 1 7/8" AISI 316	DepReq	ProjSt			-3					28.10.2022	P01	            10457450		BC5	EA	            180
				10141320		10141320	HEX SCR,3/4-10x2.1/2,A193 B7M	DepReq	ProjSt			-16					28.10.2022	P01	            10457450		BC5	EA	            180
				BBPOR091016		BBPOR091016	HVY NUT, 3/8-16, AISI316	DepReq	ProjSt			-3					28.10.2022	P01	            10457450		BC5	EA	            192
				10121637		10121637	HEX SCR,3/4-10x2,A193 B7M	DepReq	ProjSt			-22					28.10.2022	P01	            10457450		BC5	EA	            180
				10121665		10121665	HVY NUT,3/4-10,A194 2HM	DepReq	ProjSt			-22					28.10.2022	P01	            10457450		BC5	EA	            129
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	ProjSt			-2					28.10.2022	P01	            10457450		BC5	EA	            140
				10351516		10351516	2 LEG SLING WLL15T ANG20° LENGTH 4M	DepReq	ProjSt			-1					28.10.2022	L01	            10457450		BC0	EA	             94
				10346516		10346516	MACH, QR CODE SUPPORT, UTA BASE	DepReq	ProjSt			-1					28.10.2022	M01	            10457450		BC3	EA	            150
				10122278		10122278	HEXSO SCR,1/4-20x3/4,A193 B7M	DepReq	ProjSt			-7					28.10.2022	P01	            10457450		BC5	EA	            180
				BBARR007018		BBARR007018	PL WSHR, 1/4, B18.22.1-A, AISI316	DepReq	ProjSt			-7					28.10.2022	P01	            10457450		BC5	EA	            135
				10350906		10350906	QR CODE LABEL ROBUST 480 x 400 mm	DepReq	QM-lot	        10003194950		-1	              1		14.09.2022	14.09.2022	28.10.2022	Y01	            10457450		BC5	EA	            200
				10313154		10313154	ELEC CONN, 7 12W ROV PARK, UNIV TRANSF	DepReq	ProjSt			-1					28.10.2022	S03	            10457450		BC7	EA	            250
				10313178		10313178	ELEC CONN, 7W(F) ROV PARK	DepReq	ProjSt			-1					28.10.2022	S03	            10457450		BC7	EA	            250
				10048955		10048955	ELEC CONN DIGI ROV PARK REC 4/7-WAY PB	DepReq	ProjSt			-1					28.10.2022	S03	            10457450		BC7	EA	            295
				10345502		10345502	HYDR RIMS,  I/B PARK 14W 12NPRD	DepReq	ProjSt			-1					28.10.2022	S03	            10457450		BA1	EA	            189
				10345488		10345488	HYDR RIMS, I/B 14W 12LP(S)	DepReq	ProjSt			-1					28.10.2022	S03	            10457450		BA1	EA	            189
				BBPOR091002		BBPOR091002	HVY NUT, 5/8-11, AISI316	DepReq	ProjSt			-16					28.10.2022	P01	            10457450		BC5	EA	            159
				10083175		10083175	HEXSO SCR,5/8-11x2.1/4,AISI316	DepReq	ProjSt			-16					28.10.2022	P01	            10457450		BC5	EA	            159
				BBTUB180003		BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	DepReq	ProjSt			-20					28.10.2022	P02	            10457450		BC0	M	            159
				10086075		10086075	CHECK VALVE OD3/8" - 6000PSI	DepReq	ProjSt			-12					28.10.2022	V01	            10457450		BC0	EA	            150
				BBAFI002001		BBAFI002001	FIXING SET 3/8” REF - PARKER	DepReq	ProjSt			-8					28.10.2022	L02	            10457450		BC5	EA	            150
				BBARR034020		BBARR034020	ARR DENTADA 3/4" AISI 316	DepReq	ProjSt			-44					28.10.2022	L02	            10457450		BC5	EA	            150
				BBARR034016		BBARR034016	EXTTH LK WSHR, 3/8, B18.21.1-A, AISI 316	DepReq	ProjSt			-3					28.10.2022	L02	            10457450		BC5	EA	            189
				BBPFS070232		BBPFS070232	HEX SCR, 5/16-18x3/4-FT, AISI316	DepReq	ProjSt			-2					28.10.2022	C03	            10457450		BC5	EA	            130
				BBARR034019		BBARR034019	EXTTH LK WSHR, 5/16, B18.21.1-A, AISI316	DepReq	ProjSt			-2					28.10.2022	L02	            10457450		BC5	EA	            120

			10346443			10346443	ASSY, TRANSP SKID, MTU	DepReq	PldOrd	          112503108		-1	              1	21.10.2022	28.10.2022	25.11.2022	22.11.2022	A25	            10457119	           18		EA

				10346444		10346444	WLDMT, TRANSP SKID, MTU	DepReq	ProjSt			-1					28.10.2022	C02	            10458006		BC4	EA	            254
				10216560		10216560	TURNBUCKLE_7/8", SHACKLE SHACKLE	DepReq	ProjSt			-2					28.10.2022	L01	            10458006		BC5	EA	            118
				10353232		10353232	MACH, UTM SKID HOOK	DepReq	ProjSt			-2					28.10.2022	U01	            10458006	           10	BC3	EA	            114
				10118153		10118153	HEX SCR,1-8X2.3/4,AISI316	DepReq	ProjSt			-4					28.10.2022	P01	            10458006		BC5	EA	            150
				10279669		10279669	MACH, VCM SKID BLOCKER P/A	DepReq	ProjSt			-2					28.10.2022	M01	            10458006		BC4	EA	            150
				10321346		10321346	MACH, SPECIAL SCREW FOR SKID	DepReq	ProjSt			-2					28.10.2022	U01	            10458006		BC5	EA	            150
				10053337		10053337	Washer Spring Lock, 3/4",  Xylan C-156	DepReq	ProjSt			-2					28.10.2022	Y01	            10458006		BC5	EA	            192
				10321347		10321347	EXT RETAINING RING DIN 471 Ø19	DepReq	ProjSt			-2					28.10.2022	P01	            10458006		BC5	EA	            164
				BB91-BDB-236		BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ProjSt			-1					28.10.2022	C02	            10458006		BC5	EA	            120
				BBREB000001		BBREB000001	RIVET BLIND Ø 3,2 X 8 MM 304	DepReq	ProjSt			-4					28.10.2022	C02	            10458006		BC5	EA	            150
				10350907		10350907	QR CODE LABLE SIMPLE 360 x 300 mm	DepReq	ProjSt			-1					28.10.2022	Y01	            10458006		BC5	EA	            200
				10351328		10351328	MACH, TAG PLATE, SKID MTU	DepReq	ProjSt			-1					28.10.2022	M01	            10458006		BC3	EA	            114
				BBPFC029252		BBPFC029252	PF CIL SEXT INT 3/8" X 5/8"  AISI 316	DepReq	ProjSt			-2					28.10.2022	P01	            10458006		BC5	EA	            140
				10322318		10322318	4 Legs Sling - 5,6 ton (30º) X 3,25m	DepReq	ProjSt			-1					28.10.2022	U02	            10458006	            8	BC5	EA	            118
				10357329		10357329	ANTI-SLIP TAPE, BLACK, 50MM X 20M	DepReq	ProjSt			-10					28.10.2022	Y01	            10458006		BC5	M	            189

			10339390			10339390	IP65 CASE, "E1" AND "E2" ELEC SYSTEM	DepReq	PldOrd	          112503103		-1	              1	21.10.2022	28.10.2022	25.11.2022	22.11.2022	A25	            10457119	           18		EA
