
Project							Material	Description	Requirement Element	Receipt Element	Receipt Element No.	Receipt Element Item	Rec./reqd qty	Target Quantity	Release/Creation	Bas. start date	Receipt Date	Requirements Date	MRP Controller	Reqmt Element Number	InhseProdTime	Purch. Group	Base Unit	Pl. Deliv. Time
				BBFJD001444			BBFJD001444	FORG, ROUND BAR, ÿ2î, 4130 80k	SubReq	POitem	         4501740500	                  50	-0,570	          0,570			24.01.2023	16.02.2023	F01	            10154170		BC2	M	            150

			BBANV010015				BBANV010015	RING WEAR SHAMBAN GRZUE0058-C324, LUYTEX	DepReq	ProjSt			-4					13.07.2023	C03	            10457244		B02	EA	            150
			BBANV005134				BBANV005134	SEAL PIP CDI OL0180150-375B-909 SP MS	DepReq	PurRqs	           17056846	                  10	-4	              4	01.10.2022		13.04.2023	13.07.2023	C02	            10457244		B02	EA	            174
			10073464				10073464	SPECIAL NUT, FIBAP, MACH	DepReq	PurRqs	           17557890	                  10	-1	              3	15.02.2023		13.07.2023	13.07.2023	U01	            10457244		BC8	EA	            120

				BBFJD002364			BBFJD002364	BAR OCA FORJ DIA 15 1/2" / 10 1/4" 4130	SubReq	POitem	         4501740493	                  60	-0,690	          1,380			28.02.2023	15.02.2023	F01	            10459436		BC3	M	            180

			10355887				10355887	MACH, HANDLING JOINT	DepReq	PurRqs	           17557444	                  10	-1	              2	15.02.2023		13.07.2023	13.07.2023	M01	            10457244		BC8	EA	            120

				BBFJD001417			BBFJD001417	BAR RED FORJ DIA 12 3/4" 4130	SubReq	POitem	         4501740493	                  20	-2,200	          5,500			07.03.2023	15.02.2023	F01	            10458893		BC2	M	            180

			BBPSC014001				BBPSC014001	PF S/CAB SEXT INT 1/2" X 1.1/4" AISI 316	DepReq	POitem	         4501742745	                 110	-4	             24			24.02.2023	13.07.2023	P01	            10457244		BC5	EA	            180
			10203468				10203468	SHACKLE GUNNEBO G-5263 - 120 TON	DepReq	PurRqs	           16969414	                  10	-1	              5	07.09.2022		08.02.2023	13.07.2023	L01	            10457244		BC5	EA	            120
			10097541				10097541	STINGER 2" 10KSI, FIBAP, MACHINING	DepReq	PurRqs	           17558589	                  10	-1	              1	31.01.2023		13.07.2023	13.07.2023	U01	            10457244		BC8	EA	            135

				BBFJD002428			BBFJD002428	FORGED HOLLOW BAR DIA 3 1/2" / 1 3/4"	SubReq	POitem	         4501743685	                  20	-0,160	          0,160			24.02.2023	31.01.2023	F01	            10459716		BC2	M	            115

			10097542				10097542	S-SEAL - JAMES WALKER JW449-333-3B1	DepReq	PurRqs	           17054534	                  10	-4	              4	01.10.2022		29.03.2023	13.07.2023	C02	            10457244		BC3	EA	            174

		10355100					10355100	CONN & ACCESS F/WO TOOLING ELEC SYS TEST	OrdRes	PldOrd	          112487165		-1	              2	09.01.2023	06.02.2023	27.02.2023	27.02.2023	Y01	             8797711	           10	Y01	EA	            500

			10067110				10067110	ELECTRICAL CONNECTOR TEST RECEPTACLE	DepReq	ShpgNt	         4501736128	                  10	-2	              8			28.02.2023	06.02.2023	S03	            10457286		BC7	EA	            190
			10081757				10081757	ELEC CONN 7W DIGI ROV TEST RECEP PB	DepReq	ShpgNt	         4501736128	                  20	-2	              8			24.01.2023	06.02.2023	S03	            10457286		BC7	EA	            295

		10355100					10355100	CONN & ACCESS F/WO TOOLING ELEC SYS TEST	OrdRes	PldOrd	          112487165		-1	              2	09.01.2023	06.02.2023	27.02.2023	27.02.2023	Y01	             8797712	           10	Y01	EA	            500

			10067110				10067110	ELECTRICAL CONNECTOR TEST RECEPTACLE	DepReq	ShpgNt	         4501736128	                  10	-2	              8			28.02.2023	06.02.2023	S03	            10457286		BC7	EA	            190
			10081757				10081757	ELEC CONN 7W DIGI ROV TEST RECEP PB	DepReq	ShpgNt	         4501736128	                  20	-2	              8			24.01.2023	06.02.2023	S03	            10457286		BC7	EA	            295

		10333906					10333906	ASSY, TRANSP & TEST BASE, SIMPLFIED TRT	OrdRes	PldOrd	          112486624		-1	              1	18.04.2023	26.04.2023	22.07.2023	22.07.2023	A41	             8797713	           60	BC8	EA

			10360052				10360052	MACH, FALSE MANDREL, TRT TEST BASE	DepReq	PldOrd	          112487531		-1	              1	01.02.2023	08.02.2023	26.04.2023	26.04.2023	M12	            10456799	           50	BC8	EA

				10204998			10204998	PRE-MACH, FALSE MANDREL, TRT TEST BASE	DepReq	POitem	         4501740493	                  90	-1	              4			21.03.2023	08.02.2023	M01	            10457784		BC2	EA	            150

			10360054				10360054	ASSY, STRT TEST AND TRANSPORT BASE FRAME	DepReq	PurRqs	           17498070	                  10	-1	              1	03.11.2022		26.04.2023	26.04.2023	Y01	            10456799	           10	BC4	EA	            150

				10122121			10122121	HEX SCR,1-8x1.3/4,A193 B7M	SubReq	PurRqs	           17498086	                  10	-8	             32	14.10.2022		22.03.2023	31.03.2023	P01	            10330070		BC5	EA	            150
				10170263			10170263	HVY NUT, 1 3/8" - 8UN-2B,  A194 4 OR 7	SubReq	PurRqs	           17498011	                  10	-4	             16	14.10.2022		09.03.2023	31.03.2023	P01	            10330070		BC5	EA	            120

			10129878				10129878	BULKHEAD MALE CONN OD 3/8" x 9/16"-18 M	DepReq	PurRqs	           17321742	                  10	-9	             36	26.09.2022		09.03.2023	26.04.2023	C02	            10456799		BC5	EA	            159
			10109986				10109986	CAP 9/16" TYPE M	DepReq	POitem	         4501741783	                  40	-9	              4			16.02.2023	26.04.2023	C02	            10456799		BC0	EA	            159
			10099564				10099564	MALE STR CONN TUB OD 3/8"x9/16"-18 UNF-2	DepReq	PurRqs	           17321979	                  10	-9	             88	26.09.2022		03.03.2023	26.04.2023	C02	            10456799		BC5	EA	            159
			10072683				10072683	BULKHEAD MALE CONN OD 3/8" x JIC DASH 4	DepReq	PurRqs	           17307908	                  10	-6	             24	22.09.2022		03.03.2023	26.04.2023	C02	            10456799		BC5	EA	            159
			10087430				10087430	CAP JIC DASH 4	DepReq	PurRqs	           17294940	                  10	-6	             73	04.10.2022		05.04.2023	26.04.2023	C02	            10456799		BC0	EA	            159
			10215237				10215237	MALE STR CONN TUB OD 3/8"x9/16"-18 UNF-2	DepReq	PurRqs	           17323270	                  10	-6	             24	26.09.2022		08.03.2023	26.04.2023	C02	            10456799		BC5	EA	            159
			10099715				10099715	TUBE OD 3/8" X WT 0,065" SAF 2507	DepReq	PurRqs	           17224701	                  10	-18	            259	26.09.2022		24.02.2023	26.04.2023	P02	            10456799		BC5	M	            159
			BBTUB195003				BBTUB195003	TUB AI ASTM A269 TP316 S/C ESP 1,65MM 3/	DepReq	PurRqs	           17321538	                  10	-12	             48	26.09.2022		08.03.2023	26.04.2023	C02	            10456799		BC0	M	            159
			BBAFI002003				BBAFI002003	TRILHO P/ FIXACAO TSN1 - H = 14,0 MM	DepReq	PurRqs	           16985106	                  10	-0,600	             16	02.09.2022		10.02.2023	26.04.2023	L02	            10456799		BC5	M	            159
			BBAFI002001				BBAFI002001	FIXING SET 3/8î REF - PARKER	DepReq	PurRqs	           16937156	                  10	-10	            220	23.09.2022		24.02.2023	26.04.2023	L02	            10456799		BC5	EA	            150
			10363712				10363712	ASSY, TOOL BOX 60XMT	DepReq	PurRqs	           17555887	                  10	-1	              1	16.03.2023		26.04.2023	26.04.2023	Y01	            10456799		Y01	EA	             15
			10121669				10121669	HVY NUT,1/2-13,A194 2HM	DepReq	PurRqs	           17544597	                  10	-16	             64	26.10.2022		19.04.2023	26.04.2023	P01	            10456799		BC5	EA	            150
			10203406				10203406	HEXSO SCR,3/4-10x4 3/4, A320 L7	DepReq	PurRqs	           17544643	                  10	-12	             48	21.10.2022		19.04.2023	26.04.2023	P01	            10456799		BC5	EA	            180
			10121639				10121639	HEX SCR,1/2-13x2,A193 B7M	DepReq	PurRqs	           17544687	                  10	-12	             48	26.10.2022		19.04.2023	26.04.2023	P01	            10456799		BC5	EA	            150
			10112059				10112059	HYDRAULIC TEST PLATE SUPPORT, WELD	DepReq	PurRqs	           17544619	                  10	-2	              8	24.10.2022		25.04.2023	26.04.2023	C01	            10456799		BC4	EA	            155
			10317914				10317914	WLDMT, LOCK PLATE	DepReq	PurRqs	           17544647	                  10	-4	             16	01.11.2022		26.04.2023	26.04.2023	U01	            10456799		BC4	EA	            114
			10124420				10124420	HEX SCR,3/4-10x2.1/8,A193 B7M	DepReq	PurRqs	           17544623	                  10	-8	             32	27.10.2022		25.04.2023	26.04.2023	P01	            10456799		BC5	EA	            100
			BB91-BDB-236				BB91-BDB-236	IDENTIFICATION PLATE  - PRODUTO	DepReq	ProjSt			-1					26.04.2023	C02	            10456799		BC5	EA	            120
			BBREB000001				BBREB000001	RIVET BLIND ÿ 3,2 X 8 MM 304	DepReq	ProjSt			-4					26.04.2023	C02	            10456799		BC5	EA	            150
			10320575				10320575	4 LEGS SLING - 33 TON (30∫) X 7m	DepReq	PurRqs	           17544655	                  10	-1	              4	01.11.2022		12.04.2023	26.04.2023	C02	            10456799		BC5	EA	             94
			10363713				10363713	WLDMT, MQC MOUNTING STRUTURE	DepReq	PurRqs	           17555891	                  10	-1	              1	11.11.2022		26.04.2023	26.04.2023	M01	            10456799		BC3	EA	            140
			10363668				10363668	WLDMT, XO STRAP 2	DepReq	PurRqs	           17556019	                  10	-1	              1	16.03.2023		26.04.2023	26.04.2023	Y01	            10456799		Y01	EA	             15
			10363396				10363396	WLDMT, XO STRAP 1	DepReq	PurRqs	           17556015	                  10	-1	              1	16.03.2023		26.04.2023	26.04.2023	Y01	            10456799		Y01	EA	             15
			10262098				10262098	HEX SCR, 3/8 - 16 x 1 3/8, A193 B7M	DepReq	PurRqs	           17544675	                  10	-2	              8	21.10.2022		19.04.2023	26.04.2023	P01	            10456799		BC5	EA	            160
			10363715				10363715	MACH, HANDLING JOINT STRAP	DepReq	PurRqs	           17555767	                  10	-1	              1	11.11.2022		26.04.2023	26.04.2023	M01	            10456799		BC3	EA	            140
			10121641				10121641	HEX SCR,1/2-13x1.1/2,A193 B7M	DepReq	ShpgNt	         4501739684	                  30	-4	              4			06.12.2022	26.04.2023	P01	            10456799		BC5	EA	            150
			10090164				10090164	HEX SCR,1/2-13x1,AISI316	DepReq	ProjSt			-4					26.04.2023	P01	            10456799		BC5	EA	            150
			BBARR004006				BBARR004006	PL WSHR, 13, B18.22.1-A, AISI316	DepReq	PurRqs	           17544683	                  10	-10	             40	04.11.2022		19.04.2023	26.04.2023	L02	            10456799		BC5	EA	            140
			10362727				10362727	REMOVABLE PLATE FMC PARKING -HID	DepReq	PurRqs	           17556307	                  10	-1	              1	30.03.2023		26.04.2023	26.04.2023	P02	            10456799		BC5	EA
			10362743				10362743	WDMT, REMOVABLE PLATE FMC PARKING -WO	DepReq	PurRqs	           17556011	                  10	-1	              1	30.03.2023		26.04.2023	26.04.2023	P02	            10456799		BC5	EA
			10361670				10361670	REMOVABLE PLATE OSS PARKING - HID	DepReq	PurRqs	           17555992	                  10	-1	              1	30.03.2023		26.04.2023	26.04.2023	P02	            10456799		BC5	EA
			10359462				10359462	WLDMT, REMOVABLE PLATE OSS PARKING -WO	DepReq	PurRqs	           17555946	                  10	-1	              1	30.03.2023		26.04.2023	26.04.2023	P02	            10456799		BC5	EA

		10352704					10352704	ASSY, STABPLATES SYSTEM FOR FSIANM BASE	OrdRes	PldOrd	          112486838		-1	              1	10.02.2023	15.03.2023	24.03.2023	24.03.2023	Y01	             8797713	            5	BC7	EA	            500

			10356366				10356366	RIMS, I/B T&F 2HP 11LP (PSM)	DepReq	POitem	         4501742848	                  60	-1	              4			09.05.2023	15.03.2023	S03	            10456752	           10	BA1	EA	            260

		10333906					10333906	ASSY, TRANSP & TEST BASE, SIMPLFIED TRT	OrdRes	PldOrd	          112486625		-1	              1	19.05.2023	26.05.2023	21.08.2023	21.08.2023	A41	             8797714	           60	BC8	EA

			10360052				10360052	MACH, FALSE MANDREL, TRT TEST BASE	DepReq	PldOrd	          112487532		-1	              1	07.03.2023	14.03.2023	26.05.2023	26.05.2023	M12	            10456798	           50	BC8	EA

				10204998			10204998	PRE-MACH, FALSE MANDREL, TRT TEST BASE	DepReq	POitem	         4501740493	                  90	-1	              4			21.03.2023	14.03.2023	M01	            10457782		BC2	EA	            150

			10360054				10360054	ASSY, STRT TEST AND TRANSPORT BASE FRAME	DepReq	PurRqs	           17498070	                  20	-1	              1	18.11.2022		12.05.2023	26.05.2023	Y01	            10456798	           10	BC4	EA	            150

				10122121			10122121	HEX SCR,1-8x1.3/4,A193 B7M	SubReq	PurRqs	           17498086	                  10	-8	             32	14.10.2022		22.03.2023	31.03.2023	P01	            10329896		BC5	EA	            150
				10170263			10170263	HVY NUT, 1 3/8" - 8UN-2B,  A194 4 OR 7	SubReq	PurRqs	           17498011	                  10	-4	             16	14.10.2022		09.03.2023	31.03.2023	P01	            10329896		BC5	EA	            120

			10129878				10129878	BULKHEAD MALE CONN OD 3/8" x 9/16"-18 M	DepReq	PurRqs	           17321742	                  10	-9	             36	26.09.2022		09.03.2023	26.05.2023	C02	            10456798		BC5	EA	            159
			10109986				10109986	CAP 9/16" TYPE M	DepReq	POitem	         4501741783	                  70	-9	             36			16.02.2023	26.05.2023	C02	            10456798		BC0	EA	            159
			10099564				10099564	MALE STR CONN TUB OD 3/8"x9/16"-18 UNF-2	DepReq	PurRqs	           17321979	                  10	-9	             88	26.09.2022		03.03.2023	26.05.2023	C02	            10456798		BC5	EA	            159
			10072683				10072683	BULKHEAD MALE CONN OD 3/8" x JIC DASH 4	DepReq	PurRqs	           17307908	                  10	-6	             24	22.09.2022		03.03.2023	26.05.2023	C02	            10456798		BC5	EA	            159
			10087430				10087430	CAP JIC DASH 4	DepReq	PurRqs	           17294940	                  10	-6	             73	04.10.2022		05.04.2023	26.05.2023	C02	            10456798		BC0	EA	            159
			10215237				10215237	MALE STR CONN TUB OD 3/8"x9/16"-18 UNF-2	DepReq	PurRqs	           17323270	                  10	-6	             24	26.09.2022		08.03.2023	26.05.2023	C02	            10456798		BC5	EA	            159
			10099715				10099715	TUBE OD 3/8" X WT 0,065" SAF 2507	DepReq	PurRqs	           17224701	                  10	-18	            259	26.09.2022		24.02.2023	26.05.2023	P02	            10456798		BC5	M	            159
			BBTUB195003				BBTUB195003	TUB AI ASTM A269 TP316 S/C ESP 1,65MM 3/	DepReq	PurRqs	           17321538	                  10	-12	             48	26.09.2022		08.03.2023	26.05.2023	C02	            10456798		BC0	M	            159
			BBAFI002003				BBAFI002003	TRILHO P/ FIXACAO TSN1 - H = 14,0 MM	DepReq	PurRqs	           16985106	                  10	-0,600	             16	02.09.2022		10.02.2023	26.05.2023	L02	            10456798		BC5	M	            159
			BBAFI002001				BBAFI002001	FIXING SET 3/8î REF - PARKER	DepReq	PurRqs	           16937156	                  10	-10	            220	23.09.2022		24.02.2023	26.05.2023	L02	            10456798		BC5	EA	            150
