28.10.2022                                                                                                                                                                    Dynamic List Display                                                                                                                                                                                                                             1


	Purch.Req.	Item	PO	Item	Material	Short Text	Req. Date	Release Dt	Deliv.dt	PO Date	PGr	Quantity	Un	Created by	Plnt	Requisnr.	Chngd On	Crcy	C	Deliv.Date	I	Language	Manufact.	MPN	Des. Supp.	Supplier	 PDT	S	POrg	Info rec.	Ordered	TrackingNo	Reserv.no.	RevLev	SLoc	  Total Value	Valn Price	Valn Price
	16336398	  10			10298802	WELDING, M/C AND COATING,ROV GRAB BAR	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		01	0404	        6,00	     1,00	     0,00
	16336399	  10			10299458	BUMPER BAR- AWB SIDE	06.06.2022	11.10.2022	12.04.2023		BC4	     12	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		01	0404	       12,00	     1,00	     0,00
	16336400	  10			10295797	ROV GRAB BAR- WELDMENT	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		02	0404	        6,00	     1,00	     0,00
	16336401	  10			10301318	EXTENDED BUMPER BAR, PWB SIDE	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		01	0404	        6,00	     1,00	     0,00
	16336402	  10			10301384	MODIFIED GRAB BAR FOR EXT. BUMPER BAR	06.06.2022	11.10.2022	12.04.2023		BC4	     12	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		01	0404	       12,00	     1,00	     0,00
	16336403	  10			10143858	BRACKET, RETURN MANIFOLD 2	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		03	0404	        6,00	     1,00	     0,00
	16336404	  10			10123432	BRACKET, RETURN MANIFOLD	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		03	0404	        6,00	     1,00	     0,00
	16336405	  10			10295842	FCM GUIDE PIN, WELDMENT	06.06.2022	11.10.2022	12.04.2023		BC4	     12	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		02	0404	       12,00	     1,00	     0,00
	16336409	  10			10312731	SUPPORT FRAME, 12L SD ACCUMULATOR	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		01	0404	        6,00	     1,00	     0,00
	16336417	  10			10324307	SUPPORT, AIV COMPENSATOR	06.06.2022	11.10.2022	12.04.2023		BC4	      6	EA	276828	5260		06.10.2022	BRL	D	20230412		EN					160	N			     0	HALTEN		00	0401	        6,00	     1,00	     0,00
	16336448	  10	4501737499	 140	BS0000934	TUBE 3/4ODx.095 WT2507-T12-S-095-6ME-NOR	06.06.2022	22.09.2022	21.01.2023	02.08.2022	BC0	    180	M	276828	5260		13.10.2022	BRL	D	20230121		EN	104858	2507-T12-S-095-6ME-NOR			217	B			     0	HALTEN		04	0404	      180,00	     1,00	     0,00
	16336493	  10			10240277	SEAL, T-E, 40,55x51,85x7,65, HNBR90A+PEE	06.06.2022	30.09.2022	22.02.2023		B02	      6	EA	276828	5260		30.09.2022	BRL	D	20230222		EN	100667	TSE-326-2-728-1			145	A			     0	HALTEN		02	0404	        6,00	     1,00	     0,00
	16343587	  10			BB18-KC0951-01	SHAFT SEAL RING (MONOLOCK MK2)	08.06.2022	30.12.2022	10.04.2023		BC3	      3	EA	MTP	5260	MTP	19.07.2022	BRL	D	20230410		EN					101	N			     0	VERDADEIRA		03	0404	    2.400,00	   800,00	     0,00
	16350014	  10			10109137	FILTER PLATE, 3.1 CERT	09.06.2022	23.01.2023	19.05.2023		BC3	      8	EA	MTP	5260	MTP	07.07.2022	BRL	D	20230519		EN					116	N			     0	VERDADEIRA		01	0404	    6.363,44	   795,43	     0,00
	16350305	  10			10114500	PLUG, 37º W/RING SEAL, 1/4", 316SS	09.06.2022	27.03.2023	25.07.2023		BC0	     10	EA	Connect. & E	5260	Connect. & E	19.07.2022	BRL	D	20230725		EN	113138	AA67035-4KG			120	N			     0	VERDADEIRA		02	0404	      100,00	    10,00	     0,00
	16350312	  10			10252159	O-RING, 7,64x1,62, NBR90A	09.06.2022	17.10.2022	21.03.2023		TS9	     11	EA	Connect. & E	5260	Connect. & E	17.10.2022	BRL	D	20230321		EN					159	A			     0	VERDADEIRA		01	0404	       22,00	     2,00	     0,00
	16364644	  10			10280105	MACH, VCM SKID HOOK	12.06.2022	13.09.2022	11.12.2022		BC3	      6	EA	MTP	5260	MTP	08.09.2022	BRL	D	20221211		EN					 90	N			     0			00	0404	        6,00	     1,00	     0,00
	16370186	  10			BBANV000759	ANEL "O" REF PARKER 2-236 90 SH A	13.06.2022	15.09.2022	20.03.2023		BC5	      2	EA	Connect. & E	5260	Connect. & E	15.09.2022	BRL	D	20230320		EN					180	N			     0			00	0404	        9,48	     4,74	     0,00
	16370289	  10	4501734573	  60	10144174	SLING 6.5Te 4x2m + 1x2.0m 0-45 DNV 2.7-1	13.06.2022	27.10.2022	25.03.2023	24.06.2022	BC5	      2	EA	Lifting Comp	5260	Lifting Comp	13.06.2022	BRL	D	20230325		EN					 90	B			     0			02	0404	    3.000,00	 1.500,00	     0,00
	16371979	  10			10062430	p-clip 5mm ID 4.2mm fixing hole	13.06.2022	06.07.2022	13.12.2022		BC0	     21	EA	Fasteners	5260	Fasteners	27.10.2022	BRL	D	20221213		EN	109937	474-577			160	N			     0	FALSA YP		00	0404	       21,00	     1,00	     0,00
	16390252	  10			10237391	PRODUCTION STINGER BODY	15.06.2022	14.10.2022	20.04.2023		BC8	      8	EA	276828	5260	276828	07.10.2022	BRL	D	20230420	L	EN					164	N			     0	BB 2	   9268131	04	0404	   78.866,96	 9.858,37	     0,00
	16393039	  10			BW11-KS0594-03	SWOVR V/V HP SWT 1035 BAR DP DUAL, WATER	17.06.2022	17.06.2022	13.06.2022		BA1	      1	EA	357310	5260		17.06.2022	BRL	D	20220613		EN					205	N			     0			06	0404	   16.580,00	16.580,00	     0,00
	16395989	  10			BBBRO016001	BAR ROSC UNC 1/2" AISI 304 ANSI B18.2.1	18.06.2022	12.07.2022	01.11.2022		BC3	      9	M	Forgins	5260		06.10.2022	BRL	D	20221101		EN					150	N			     0			01	0404	      237,60	    26,40	     0,00
	16415378	  10			BBH6907325825	SEAL, BX155, 147,96x14,22x14,22, NI825	20.06.2022	14.10.2022	25.02.2023		TS9	     12	EA	MTP	5260	MTP	20.10.2022	BRL	D	20230225		EN					112	N			     0			04	0404	       12,00	     1,00	     0,00
	16431741	  10			BS0000933	TUBE5/8 ODx.083 WT2507-T10-S-083-6ME-NOR	23.06.2022	04.07.2022	20.01.2023		BC5	     60	M	Tubing	5260	Tubing	24.06.2022	BRL	D	20230120		EN	104858	2507-T10-S-083-6ME-NOR			200	N			     0			01	0404	   20.805,00	   346,75	     0,00
	16433919	  10			BS0000934	TUBE 3/4ODx.095 WT2507-T12-S-095-6ME-NOR	23.06.2022	04.07.2022	20.01.2023		BC5	     80	M	Connect. & E	5260	Connect. & E	12.08.2022	BRL	D	20230120		EN	104858	2507-T12-S-095-6ME-NOR			200	A			     0			04	0404	        0,80	     0,01	     0,00
	16439687	  10			10240277	SEAL, T-E, 40,55x51,85x7,65, HNBR90A+PEE	24.06.2022	14.10.2022	25.02.2023		B02	      8	EA	Connect. & E	5260	Connect. & E	20.09.2022	BRL	D	20230225		EN	100667	TSE-326-2-728-1			112	A			     0			02	0404	        0,08	     0,01	     0,00
	16439987	  10			10285201	SEAL SPACER, 36.48OD, 2.56LG, 0.8THK	24.06.2022	14.10.2022	10.02.2023		TS9	     20	EA	MTP	5260	MTP	20.09.2022	BRL	D	20230210		EN					 95	A			     0	BB - 2		01	0404	        0,20	     0,01	     0,00
	16440197	  10			10285202	SEAL, LIP-E, 33,25x38,13x2,37, NI+AG	24.06.2022	14.10.2022	10.02.2023		TS9	     18	EA	MTP	5260	MTP	20.09.2022	BRL	D	20230210		EN					 95	N			     0	BB - 2		02	0404	   14.400,00	   800,00	     0,00
	16440318	  10			10014967	SEAL, BXTYPE, 288,42x317,07x14,33, NI825	24.06.2022	14.10.2022	12.02.2023		TS9	     17	EA	MTP	5260	MTP	20.09.2022	BRL	D	20230212		EN					 98	N			     0	BB - 2		02	0404	        0,17	     0,01	     0,00
	16441023	  10			10078918	SEAL, BXTYPE, 205,13x228,09x11,48, NI825	24.06.2022	14.10.2022	10.02.2023		TS9	      8	EA	MTP	5260	MTP	20.09.2022	BRL	D	20230210		EN					 95	N			     0	BB - 2		04	0404	    9.361,44	 1.170,18	     0,00
	16442054	  10			10099511	BULKHEAD UNION TUBE OD 3/8"	24.06.2022	11.11.2022	20.04.2023		BC5	     36	EA	Connect. & E	5260	Connect. & E	14.07.2022	BRL	D	20230420		EN					159	N			     0			00	0404	   20.384,28	   566,23	     0,00
	16442060	  10			10099511	BULKHEAD UNION TUBE OD 3/8"	24.06.2022	04.11.2022	12.04.2023		BC5	     18	EA	Connect. & E	5260	Connect. & E	28.06.2022	BRL	D	20230412		EN					159	N			     0			00	0404	   10.192,14	   566,23	     0,00
	16442313	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	24.08.2022	01.12.2022		BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20221201		EN					 99	N			     0			09	0404	   19.000,00	 9.500,00	     0,00
	16442315	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	19.10.2022	26.01.2023		BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230126		EN					 99	N			     0			09	0404	   19.000,00	 9.500,00	     0,00
	16442317	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	09.12.2022	19.03.2023		BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230319		EN					 99	N			     0			09	0404	   19.000,00	 9.500,00	     0,00
	16442319	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	23.01.2023	02.05.2023		BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230502		EN					 99	N			     0			09	0404	   19.000,00	 9.500,00	     0,00
	16442321	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	08.03.2023	15.06.2023		BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230615		EN					 99	N			     0			09	0404	   19.000,00	 9.500,00	     0,00
	16442323	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	14.04.2023	23.07.2023		BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230723		EN					 99	N			     0			09	0404	   19.000,00	 9.500,00	     0,00
	16442325	  10			10048665	BASEPLATE SCMMB (iCON MONOLOCK)	24.06.2022	03.01.2023	12.04.2023		BC3	      3	EA	MTP	5260	MTP	30.06.2022	BRL	D	20230412		EN					 99	N			     0			09	0404	   28.500,00	 9.500,00	     0,00
	16442443	  10	4501742660	  20	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	26.08.2022	01.12.2022	28.09.2022	BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20221201		EN					 96	B			     0			02	0404	    1.600,00	   800,00	     0,00
	16442445	  10	4501742660	  30	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	21.10.2022	26.01.2023	28.09.2022	BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230126		EN					 96	B			     0			02	0404	    1.600,00	   800,00	     0,00
	16442447	  10	4501742660	  40	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	14.12.2022	19.03.2023	28.09.2022	BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230319		EN					 96	B			     0			02	0404	    1.600,00	   800,00	     0,00
	16442449	  10	4501742660	  50	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	26.01.2023	02.05.2023	28.09.2022	BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230502		EN					 96	B			     0			02	0404	    1.600,00	   800,00	     0,00
	16442451	  10	4501742660	  60	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	10.03.2023	15.06.2023	28.09.2022	BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230615		EN					 96	B			     0			02	0404	    1.600,00	   800,00	     0,00
	16442453	  10	4501742660	  70	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	20.04.2023	25.07.2023	28.09.2022	BC3	      2	EA	MTP	5260	MTP	14.07.2022	BRL	D	20230725		EN					 96	B			     0			02	0404	    1.600,00	   800,00	     0,00
	16442455	  10	4501742660	  80	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	06.01.2023	12.04.2023	28.09.2022	BC3	      1	EA	MTP	5260	MTP	30.06.2022	BRL	D	20230412		EN					 96	B			     0			02	0404	      800,00	   800,00	     0,00
	16442456	  10	4501742660	  90	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	20.01.2023	28.04.2023	28.09.2022	BC3	      1	EA	MTP	5260	MTP	30.06.2022	BRL	D	20230428		EN					 96	B			     0			02	0404	      800,00	   800,00	     0,00
	16442457	  10	4501742660	 100	BB18-081052-01	RETAINING PLATE RECEIVER	24.06.2022	09.02.2023	16.05.2023	28.09.2022	BC3	      1	EA	MTP	5260	MTP	30.06.2022	BRL	D	20230516		EN					 96	B			     0			02	0404	      800,00	   800,00	     0,00
	16453127	  10			10143858	BRACKET, RETURN MANIFOLD 2	27.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	Structures	5260	Structures	20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		03	0404	      240,00	    30,00	     0,00
	16453127	  20			10123432	BRACKET, RETURN MANIFOLD	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		03	0404	   78.866,96	 9.858,37	     0,00
	16453127	  30			10312731	SUPPORT FRAME, 12L SD ACCUMULATOR	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	   78.866,96	 9.858,37	     0,00
	16453165	  10			10295842	FCM GUIDE PIN, WELDMENT	27.06.2022	30.09.2022	20.02.2023		BC4	     16	EA	Structures	5260	Structures	20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		02	0404	  157.733,92	 9.858,37	     0,00
	16453255	  10			10299041	SIDE COVER, LOWER, MACHINING	27.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	Structures	5260	Structures	20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		02	0404	   78.866,96	 9.858,37	     0,00
	16453255	  20			10299042	SIDE COVER, UPPER, MACHINING	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	   78.866,96	 9.858,37	     0,00
	16453255	  30			10297348	SUPPORT PLATE, ROV PANEL, MACHINING	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		00	0404	   78.866,96	 9.858,37	     0,00
	16453255	  50			10297715	BRACKET MOUNTING, MACHINING	28.06.2022	30.09.2022	20.02.2023		BC4	     32	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	        0,32	     0,01	     0,00
	16453255	  60			10295972	DIU PANEL, WELDMENT, MACHINING & COATING	28.06.2022	30.09.2022	23.04.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230423		EN					182	N			     0	BB - 2		01	0404	      240,00	    30,00	     0,00
	16453255	  70			10296295	FRONT PARKING PANEL, WELDMENT	28.06.2022	30.09.2022	23.04.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230423		EN					182	N			     0	BB - 2		01	0404	   78.866,96	 9.858,37	     0,00
	16453255	  80			10296296	REAR PARKING PANEL, WELDMENT	28.06.2022	30.09.2022	23.04.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230423		EN					182	N			     0	BB - 2		02	0404	   78.866,96	 9.858,37	     0,00
	16453255	  90			10295798	BUMPER BAR- PWB SIDE	28.06.2022	30.09.2022	20.02.2023		BC4	     16	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		02	0404	  157.733,92	 9.858,37	     0,00
	16453255	 100			10298802	WELDING, M/C AND COATING,ROV GRAB BAR	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	   78.866,96	 9.858,37	     0,00
	16453255	 110			10299458	BUMPER BAR- AWB SIDE	28.06.2022	30.09.2022	20.02.2023		BC4	     16	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	  157.733,92	 9.858,37	     0,00
	16453255	 120			10295797	ROV GRAB BAR- WELDMENT	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		02	0404	   78.866,96	 9.858,37	     0,00
	16453255	 130			10301318	EXTENDED BUMPER BAR, PWB SIDE	28.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	   78.866,96	 9.858,37	     0,00
	16453255	 140			10301384	MODIFIED GRAB BAR FOR EXT. BUMPER BAR	28.06.2022	30.09.2022	20.02.2023		BC4	     16	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	  157.733,92	 9.858,37	     0,00
	16453527	  10			10324307	SUPPORT, AIV COMPENSATOR	27.06.2022	30.09.2022	20.02.2023		BC4	      8	EA	Commercials	5260	Commercials	20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		00	0401	        0,08	     0,01	     0,00
	16453558	  10			BS0001079	TUBE 3/8 ODx.065 2507-T6-S-065-6ME-NOR	27.06.2022	22.09.2022	20.02.2023		BC0	    384	M	Connect. & E	5260	Connect. & E	13.10.2022	BRL	D	20230220		EN	104858	2507-T6-S-065-6ME-NOR			227	A			     0	BB - 2		00	0404	        3,84	     0,01	     0,00
	16453928	  10			BS0000934	TUBE 3/4ODx.095 WT2507-T12-S-095-6ME-NOR	27.06.2022	22.09.2022	10.02.2023		BC0	    468	M	Connect. & E	5260	Connect. & E	13.10.2022	BRL	D	20230210		EN	104858	2507-T12-S-095-6ME-NOR			217	A			     0	BB - 2		04	0404	        4,68	     0,01	     0,00
	16454379	  10			BBTUB180003	TUBING SS ASTM A269 TP 316L SL 3/8" OD	27.06.2022	13.10.2022	25.02.2023		BC0	  1.056	M	Tubing	5260	Tubing	13.10.2022	BRL	D	20230225		EN					154	N			     0			01	0404	   38.533,44	    36,49	     0,00
	16456063	  10			10099511	BULKHEAD UNION TUBE OD 3/8"	28.06.2022	14.07.2022	01.12.2022		BC5	     36	EA	Connect. & E	5260	Connect. & E	14.07.2022	BRL	D	20221201		EN					159	N			     0			00	0404	   20.384,28	   566,23	     0,00
	16463039	  10			10136267	TRANSP. CASE, SCM INSTAL & RETRIEVE TOOL	28.06.2022	04.10.2022	05.03.2023		BC5	      1	EA	Control Syst	5260	Control Syst	29.09.2022	BRL	D	20230305		EN					120	N			     0			00	0404	      800,00	   800,00	     0,00
	16463143	  10			10341907	STABILIZING BRACKET, WELD & M/C	28.06.2022	30.09.2022	20.02.2023		BC4	     11	EA	276828	5260		20.09.2022	BRL	D	20230220		EN					121	N			     0	BB - 2		01	0404	       11,00	     1,00	     0,00
	16463155	  10			10236569	TH MANDREL BUMPER, F/M	28.06.2022	16.10.2022	16.04.2023		BC3	      8	EA	276828	5260		06.10.2022	BRL	D	20230416		EN					160	N			     0	BB - 2		05	0404	        8,00	     1,00	     0,00
	16464972	  10			10307075	DIU FUNNEL, SHALLOW WATER DIU, WELDMENT	29.06.2022	30.09.2022	20.02.2023		BC4	     16	EA	Structures	5260	Structures	20.09.2022	BRL	D	20230220		EN					121	N			     0			00	0404	  157.733,92	 9.858,37	     0,00
	16465858	  10			BBH6907339825	SEAL, BX169, 173,51x12,93x15,85, NI825	29.06.2022	14.10.2022	20.02.2023		TS9	     41	EA	MTP	5260	MTP	20.09.2022	BRL	D	20230220		EN					107	N			     0			06	0404	  127.651,86	 3.113,46	     0,00
	16465896	  10			BBH6907322825	SEAL, BX152, 84,68x10,24x10,24, NI825	29.06.2022	14.10.2022	20.02.2023		TS9	     66	EA	MTP	5260	MTP	27.10.2022	BRL	D	20230220		EN					107	N			     0			06	0404	       66,00	     1,00	     0,00
	16467896	  10	4501745316	  20	10015786	INKO MODULE BO 6-13 8.2 SS	29.06.2022	14.10.2022	13.02.2023	26.10.2022	BC0	     20	EA	Connect. & E	5260	Connect. & E	06.10.2022	BRL	D	20230213		EN		SP6338			 95	B			     0			03	0404	        0,20	     0,01	     0,00
	16469957	  10			BB17-MX0044-04	INKO MODULE BO 6-13 4.1 SS	30.06.2022	30.06.2022	25.11.2022		BC0	      9	EA	Connect. & E	5260	Connect. & E	30.06.2022	BRL	D	20221125		EN		1384961			150	N			     0			03	0404	    4.522,05	   502,45	     0,00
	16472139	  10			BB17-MX0044-05	INKO-BRACKET; B0613.5.1-316	30.06.2022	30.06.2022	25.11.2022		BC0	     10	EA	Connect. & E	5260	Connect. & E	30.06.2022	BRL	D	20221125		EN		B0613.5.1-316			150	N			     0			01	0404	        0,10	     0,01	     0,00
	16472653	  10			10305858	SERVER, HP DL380, 16GB RAM, 480GB SSD	01.07.2022	05.10.2022	20.02.2023		BC7	      3	EA	Control Syst	5260	Control Syst	20.10.2022	BRL	D	20230220		EN	127718	HP PROLIANT DL380 G10			140	N			     0			00	0404	        0,03	     0,01	     0,00
	16515488	  10			10296743	VECTUS EM - SCM STANDARD	04.07.2022	03.02.2023	22.08.2023		BA1	     16	EA	Manuf. Compo	526Y	Manuf. Compo	28.07.2022	BRL	D	20230822		EN					200	N			     0			13	1000	        0,16	     0,01	     0,00
	16515495	  10			10296743	VECTUS EM - SCM STANDARD	04.07.2022	09.12.2022	29.06.2023		BA1	     12	EA	Manuf. Compo	526Y	Manuf. Compo	06.07.2022	BRL	D	20230629		EN					200	N			     0			13	1000	        0,12	     0,01	     0,00
	16515715	  10			10284061	VECTUS AEM, SCM	04.07.2022	02.12.2022	22.06.2023		BA1	     16	EA	Manuf. Compo	526Y	Manuf. Compo	30.07.2022	BRL	D	20230622		EN					200	N			     0	VERDADEIRA		15	1000	        0,16	     0,01	     0,00
	16515722	  10			10284061	VECTUS AEM, SCM	04.07.2022	09.12.2022	29.06.2023		BA1	     12	EA	Manuf. Compo	526Y	Manuf. Compo	06.07.2022	BRL	D	20230629		EN					200	N			     0			15	1000	        0,12	     0,01	     0,00
	16520191	  10			10235852	MACH, SUPPORT PLATE 3, TREE CAP SLNE II	04.07.2022	20.11.2022	14.05.2023		BC3	      1	EA	Structures	5260	Structures	15.07.2022	BRL	D	20230514		EN					120	N			     0			01	0404	       30,00	    30,00	     0,00
	16520225	  10			10236078	MACH, HYPERFRAME PIN 2, TREE CAP SLNE II	04.07.2022	20.11.2022	14.05.2023		BC3	      2	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230514		EN					120	N			     0			01	0404	       60,00	    30,00	     0,00
	16520227	  10			10106942	HEIGHT REGULATOR, TREE CAP, MACHINING	04.07.2022	20.11.2022	14.05.2023		BC3	      1	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230514		EN					140	N			     0			00	0404	      128,21	   128,21	     0,00
	16520267	  10			10106960	INDICATOR NUT, TREE CAP, MACHINING	04.07.2022	20.11.2022	14.05.2023		BC3	      2	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230514		EN					140	N			     0			00	0404	      183,14	    91,57	     0,00
	16520351	  10			10235851	MACH, SUPPORT PLATE, TREE CAP SLNE II	04.07.2022	01.09.2022	01.03.2023		BC3	      1	EA	MTP	5260	MTP	02.09.2022	BRL	D	20230301		EN					120	N			     0			01	0404	      114,18	   114,18	     0,00
	16520461	  10			10117708	MACH, POSITION INDICATOR	04.07.2022	20.11.2022	14.05.2023		BC3	      1	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230514		EN					140	N			     0			00	0404	      665,80	   665,80	     0,00
	16520721	  10			10057154	STAB GUIDE, BORE 2", ACETAL, MACH	04.07.2022	20.10.2022	10.04.2023		BC3	      1	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230410		EN					 99	N			     0			01	0404	       79,30	    79,30	     0,00
	16520754	  10			10076639	UPPER CAP, ACETAL, MACH	04.07.2022	20.11.2022	31.05.2023		BC3	      1	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230531		EN					140	N			     0			01	0404	      386,78	   386,78	     0,00
	16520773	  10			10106941	NIPLE AISI 316, TREE CAP, MACHINING	04.07.2022	20.11.2022	14.05.2023		BC3	      1	EA	MTP	5260	MTP	21.07.2022	BRL	D	20230514		EN					 99	N			     0			00	0404	      147,31	   147,31	     0,00
	16520985	  10			10075782	UPPER CAP PISTON, Ø80,0 X 52,0, MACH	04.07.2022	20.11.2022	31.05.2023		BC3	      1	EA	MTP	5260	MTP	15.07.2022	BRL	D	20230531		EN					 99	N			     0			00	0404	      265,03	   265,03	     0,00
	16520986	  10			10126443	MACH, SPECIAL NUT, STAB - BORE 2"	04.07.2022	20.11.2022	31.05.2023		BC3	      1	EA	SubCon Machi	5260	SubCon Machi	15.07.2022	BRL	D	20230531		EN					 90	N			     0			02	0404	      359,77	   359,77	     0,00
